Description,Price,Rating,Review Amount,Link
adidas Men's Fluidflow Bounce Running Shoes,$61.98,4.6 out of 5 stars,638,https://www.amazon.com/adidas-Mens-Fluidflow-Sneaker-Black/dp/B07S456281/ref=sr_1_51?dchild=1&keywords=adidas+shoes&qid=1609096977&sr=8-51
adidas Men's Gamecourt Wide Tennis Shoe,$53.95,4.2 out of 5 stars,90,https://www.amazon.com/adidas-Mens-Gamecourt-Sneaker-White/dp/B07S58JG5Y/ref=sr_1_53?dchild=1&keywords=adidas+shoes&qid=1609096977&sr=8-53
adidas Men's Daily 3.0 Skate Shoe,$39.99,4.7 out of 5 stars,491,https://www.amazon.com/adidas-Daily-Skate-Black-White/dp/B07ZSBQ7JR/ref=sr_1_54?dchild=1&keywords=adidas+shoes&qid=1609096977&sr=8-54
UMYOGO Women's Running Shoes Non Slip Athletic Tennis Walking Blade Type Sneakers,$43.99,4.3 out of 5 stars,"10,890",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0605359198AQEX1IC5FA&url=%2FUMYOGO-Lightweight-Walking-Athletic-Breathable%2Fdp%2FB083HYWRZS%2Fref%3Dsr_1_55_sspa%3Fdchild%3D1%26keywords%3Dadidas%2Bshoes%26qid%3D1609096977%26sr%3D8-55-spons%26psc%3D1&qualifier=1609096977&id=917168606955012&widgetName=sp_btf
DUORO Men's Running Shoes Women's Casual Sneakers Breathable Mesh Slip on Blade Athletic Lightweight Tennis Sports Shoe for Men,$29.99,4.0 out of 5 stars,"1,564",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A1017726E42UWKVNFWE0&url=%2FDUORO-Sneakers-Breathable-Athletic-Lightweight%2Fdp%2FB07PRPDL9S%2Fref%3Dsr_1_56_sspa%3Fdchild%3D1%26keywords%3Dadidas%2Bshoes%26qid%3D1609096977%26sr%3D8-56-spons%26psc%3D1&qualifier=1609096977&id=917168606955012&widgetName=sp_btf
adidas A.R. Trainer Shoes Men's,$64.99,4.5 out of 5 stars,8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0867625ZA5QNSA5W5C1&url=%2Fadidas-Trainer-Shoes-Mens-White%2Fdp%2FB086XM1XHD%2Fref%3Dsr_1_57_sspa%3Fdchild%3D1%26keywords%3Dadidas%2Bshoes%26qid%3D1609096977%26sr%3D8-57-spons%26psc%3D1&qualifier=1609096977&id=917168606955012&widgetName=sp_btf
adidas Men's Questar Flow Sneaker Running Shoe,$59.99,4.6 out of 5 stars,"3,566",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0333808DZQMBIT5IPYO&url=%2Fadidas-Questar-Running-White-Royal%2Fdp%2FB0812KFLB1%2Fref%3Dsr_1_58_sspa%3Fdchild%3D1%26keywords%3Dadidas%2Bshoes%26qid%3D1609096977%26sr%3D8-58-spons%26psc%3D1&qualifier=1609096977&id=917168606955012&widgetName=sp_btf
GANNOU Women's Air Athletic Running Shoes Fashion Sport Gym Jogging Tennis Fitness Sneaker US5.5-10,$34.99,4.1 out of 5 stars,"4,562",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A07928113R3SSIWFM5IXJ&url=%2FGANNOU-Athletic-Running-Fashion-Peachblack%2Fdp%2FB07TSRGJHV%2Fref%3Dsr_1_59_sspa%3Fdchild%3D1%26keywords%3Dadidas%2Bshoes%26qid%3D1609096977%26sr%3D8-59-spons%26psc%3D1&qualifier=1609096977&id=917168606955012&widgetName=sp_btf
adidas Originals Women's Falcon Athletic Shoe,$43.69,4.3 out of 5 stars,"2,923",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03602343G6OY9FSTZHLB&url=%2Fadidas-Womens-Falcon-Black-White%2Fdp%2FB07D9H9865%2Fref%3Dsr_1_60_sspa%3Fdchild%3D1%26keywords%3Dadidas%2Bshoes%26qid%3D1609096977%26sr%3D8-60-spons%26psc%3D1%26smid%3DA3H0WYN357X0GJ&qualifier=1609096977&id=917168606955012&widgetName=sp_btf
adidas Women's Cloudfoam Pure Running Shoe,$52.00,4.7 out of 5 stars,"35,443",https://www.amazon.com/adidas-Performance-Womens-Cloudfoam-Running/dp/B071LF9R6G/ref=sr_1_1?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-1
adidas Men's Grand Court Sneaker,$46.74,4.7 out of 5 stars,"10,321",https://www.amazon.com/adidas-Grand-Court-Black-White/dp/B07DBL9TM7/ref=sr_1_2?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-2
adidas Women's Grand Court Sneaker,$49.95,4.7 out of 5 stars,"12,038",https://www.amazon.com/adidas-Womens-Grand-Court-Black/dp/B07DBLFNRW/ref=sr_1_3?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-3
adidas Men's Questar Flow Sneaker Running Shoe,$58.41,4.6 out of 5 stars,"3,566",https://www.amazon.com/adidas-Mens-Questar-Sneaker-White/dp/B07S6JXNDJ/ref=sr_1_4?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-4
adidas Men's Kaptur Sneaker,$69.95,4.6 out of 5 stars,"3,873",https://www.amazon.com/adidas-Mens-Kaptur-Sneaker-Black/dp/B07KTWKXW8/ref=sr_1_5?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-5
adidas Men's Lite Racer Adapt Running Shoe,$52.00,4.6 out of 5 stars,"7,815",https://www.amazon.com/adidas-Racer-Adapt-Running-Black/dp/B071LF7VL8/ref=sr_1_6?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-6
adidas Men's Ultraboost 20 Sneaker,$128.00,4.7 out of 5 stars,"4,231",https://www.amazon.com/adidas-Ultraboost-Sneaker-Black-Metallic/dp/B07RGWK5Z9/ref=sr_1_7?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-7
adidas Originals Men's Seeley Sneaker,$60.00,4.6 out of 5 stars,"9,117",https://www.amazon.com/adidas-Originals-Seeley-Running-Black/dp/B0106J73HW/ref=sr_1_8?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-8
adidas Women's Puremotion Adapt Running Shoe,$64.95,4.6 out of 5 stars,705,https://www.amazon.com/adidas-Womens-Puremotion-Adapt-Running/dp/B0812KTKNS/ref=sr_1_9?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-9
adidas Men's CF Lite Racer Byd,$69.95,4.6 out of 5 stars,"4,121",https://www.amazon.com/adidas-Performance-Racer-Black-White/dp/B071P19D3X/ref=sr_1_10?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-10
adidas Performance Men's Samba Classic Indoor Soccer Shoe,$54.49,4.6 out of 5 stars,"8,250",https://www.amazon.com/adidas-Samba-Classic-Soccer-Running/dp/B0007PN9ZG/ref=sr_1_11?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-11
adidas Men's Lite Racer Adapt Running Shoe,$60.66,4.4 out of 5 stars,"1,096",https://www.amazon.com/adidas-Racer-Adapt-Running-Scarlet/dp/B07T967K37/ref=sr_1_12?dchild=1&keywords=adidas+shoes&qid=1609096979&sr=8-12
